"FECHA","ID_ESTACION","NOM_ESTACION","ESPECIE","ESPECIE_DES","ALTURA","DAP","TIPO","TIPO_DES","ESTADO","ESTADO_DES"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,6,4,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","RM","Rhizophora mangle",6,7,4,75,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,9,3,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,4,4,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,3,5,15,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,3,15,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,5,8,25,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","RM","Rhizophora mangle",8,02,5,75,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,7,3,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,7,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,6,25,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,6,95,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,4,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,5,6,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,2,6,4,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,7,6,6,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,1,6,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,1,6,1,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,6,9,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,3,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",8,5,16,6,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","RM","Rhizophora mangle",7,4,5,1,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",7,5,5,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,1,6,9,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,9,4,1,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,1,5,45,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,5,5,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,5,3,5,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,9,6,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,1,4,5,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,3,4,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,5,5,55,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,3,45,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,9,4,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,1,6,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",10,1,6,45,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,1,5,25,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,3,6,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,3,5,9,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,4,4,65,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,4,5,65,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","RM","Rhizophora mangle",9,1,5,1,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,2,5,85,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,9,5,3,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,4,4,85,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,2,6,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,6,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,1,5,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,9,5,05,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,1,5,5,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,5,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,1,3,3,"7","Rama","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,8,4,5,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,3,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,4,1,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,4,4,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,4,15,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,2,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,3,95,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,8,4,65,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,3,4,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,8,4,05,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,4,75,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,5,9,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,2,5,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,1,4,7,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,3,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,4,2,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,4,2,85,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,9,2,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,4,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,4,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,2,3,25,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,6,05,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,6,85,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,4,3,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,4,8,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",7,4,7,35,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,3,4,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,9,3,4,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,4,3,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,65,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",6,5,45,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,56,3,2,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,5,3,5,"8","Tronco","6","Vivo"
06/06/00,45910,"Kilómetro 22 -2","RM","Rhizophora mangle",5,5,4,5,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",9,8,19,9,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,2,10,05,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,3,6,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",8,7,16,3,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",12,2,26,3,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,4,5,85,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,3,6,9,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,5,3,2,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,5,3,9,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,8,3,75,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",7,6,13,8,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",7,5,45,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,8,2,9,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,4,3,3,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,3,6,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,8,3,4,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,1,3,55,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,5,3,45,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,6,2,8,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",7,5,12,85,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,1,3,05,"8","Tronco","1","Caido"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,3,2,85,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,3,2,95,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,9,2,9,"8","Tronco","6","Vivo"
12/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,3,2,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,4,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,6,5,35,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,2,4,25,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,3,95,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,4,05,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,3,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,1,3,05,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,4,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,3,3,05,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,3,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,3,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,8,3,05,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,2,3,4,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,2,3,65,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,3,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,4,1,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,1,2,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,1,5,4,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,3,2,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,5,35,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,4,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,2,2,65,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,6,6,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,3,95,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,3,05,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",3,9,2,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",7,1,4,8,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,3,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,3,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,1,2,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,5,25,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,7,3,45,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,3,25,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,1,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,6,5,3,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,9,3,65,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,2,65,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,4,25,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,1,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,2,4,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,6,3,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,2,5,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,5,2,65,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,9,2,8,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,5,2,75,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,27,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,3,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,3,2,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,1,2,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,2,4,4,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,9,3,15,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,3,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,6,4,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,8,4,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,1,4,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,3,3,8,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,6,3,2,"8","Tronco","1","Caido"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,7,2,6,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",5,4,2,75,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,1,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,6,3,1,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,35,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,9,2,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,3,45,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,4,3,25,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,1,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",9,5,10,2,"7","Rama","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,7,3,1,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",4,7,2,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,3,5,75,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,1,5,95,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,5,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,4,05,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,4,95,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,4,5,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,9,4,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,5,4,25,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,5,4,6,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,5,55,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,4,85,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",3,9,3,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",3,5,2,8,"8","Tronco","3","Mal Estado"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,3,2,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,9,2,65,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,9,2,95,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,3,7,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,5,2,85,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","AG","Avicennia germinans",4,3,3,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,4,9,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,7,5,"8","Tronco","6","Vivo"
23/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",6,6,4,75,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,7,5,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,8,3,55,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",5,4,3,3,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,7,1,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,8,05,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,3,75,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,1,3,3,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,6,3,65,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,5,15,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,3,5,95,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,4,75,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,2,5,4,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,7,5,35,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,1,4,1,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",7,5,25,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,3,4,85,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,5,85,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",9,2,6,6,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,5,5,35,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,2,4,1,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,3,4,55,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,5,4,75,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,7,4,75,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,2,6,6,"8","Tronco","6","Vivo"
26/05/00,45910,"Kilómetro 22 -2","LR","Laguncularia racemosa",8,5,5,45,"8","Tronco","6","Vivo"
